age,sex,EducationLevel,Job Title,Years of Experience,fare,MoreThan5Yrs,pclass
38,male,Bachelor's Degree,Senior HR Generalist,8,95000,1,3
27,female,Master's Degree,Director of HR,5,80000,0,1
31,female,High School,Junior HR Coordinator,3,38000,0,3
42,male,Master's Degree,Web Developer,10,110000,1,1
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,3
36,male,Master's Degree,Senior HR Generalist,7,89000,1,1
28,male,High School,Junior HR Generalist,1,32000,0,3
33,female,Bachelor's Degree,Web Developer,5,70000,0,1
46,male,PhD,Director of HR,15,150000,1,3
25,female,Bachelor's Degree,Junior Web Developer,1,40000,0,1
37,female,Master's Degree,Senior Human Resources Manager,9,105000,1,3
30,male,Master's Degree,Web Developer,4,65000,0,1
43,female,PhD,Director of HR,14,140000,1,3
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,1
26,female,High School,Junior HR Generalist,2,35000,0,3
41,male,Master's Degree,Senior HR Generalist,11,115000,1,1
29,female,Master's Degree,Web Developer,5,70000,0,3
35,male,Bachelor's Degree,Web Developer,6,80000,1,1
27,female,High School,Junior HR Coordinator,1,30000,0,3
40,male,PhD,Director of HR,13,135000,1,1
23,female,Bachelor's Degree,Junior Web Developer,1,40000,0,3
39,male,Master's Degree,Senior HR Generalist,10,105000,1,1
31,male,High School,Junior HR Generalist,2,35000,0,3
44,female,PhD,Senior Human Resources Manager,12,120000,1,1
28,male,Master's Degree,Web Developer,3,55000,0,3
32,female,Bachelor's Degree,Junior Web Developer,2,45000,0,1
45,male,Master's Degree,Director of HR,14,140000,1,3
26,female,Bachelor's Degree,Web Developer,3,55000,0,1
38,male,PhD,Senior Human Resources Manager,11,115000,1,3
27,female,Master's Degree,Senior HR Generalist,4,70000,0,1
33,male,High School,Junior HR Coordinator,3,38000,0,3
42,female,Master's Degree,Director of HR,13,135000,1,1
29,male,Bachelor's Degree,Junior Web Developer,2,45000,0,3
36,female,Master's Degree,Web Developer,7,85000,1,1
30,male,High School,Junior HR Generalist,1,32000,0,3
43,female,PhD,Senior Human Resources Manager,15,150000,1,1
34,male,Bachelor's Degree,Web Developer,4,65000,0,3
25,female,Master's Degree,Junior HR Generalist,1,32000,0,1
37,male,PhD,Director of HR,12,120000,1,3
24,female,Bachelor's Degree,Junior Web Developer,1,40000,0,1
39,male,Master's Degree,Senior HR Generalist,9,95000,1,3
31,male,High School,Junior HR Generalist,2,35000,0,1
44,female,PhD,Director of HR,14,140000,1,3
28,male,Bachelor's Degree,Web Developer,3,55000,0,1
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,3
45,male,PhD,Director of HR,13,135000,1,1
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,3
38,male,Master's Degree,Senior HR Generalist,8,95000,1,1
27,female,High School,Junior HR Generalist,1,32000,0,3
33,male,Bachelor's Degree,Web Developer,5,70000,0,1
42,female,Master's Degree,Director of HR,12,120000,1,3
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,1
36,female,Master's Degree,Web Developer,7,85000,1,3
30,male,High School,Junior HR Coordinator,2,33000,0,1
43,female,PhD,Senior Human Resources Manager,15,150000,1,3
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,1
25,female,Master's Degree,Junior HR Generalist,1,32000,0,3
37,male,PhD,Director of HR,11,115000,1,1
24,female,Bachelor's Degree,Web Developer,1,40000,0,3
39,male,Master's Degree,Senior HR Generalist,10,105000,1,1
31,male,High School,Junior HR Generalist,2,35000,0,3
44,female,PhD,Director of HR,13,135000,1,1
28,male,Bachelor's Degree,Web Developer,4,65000,0,3
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,1
45,male,PhD,Director of HR,14,140000,1,3
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,1
38,male,Master's Degree,Senior HR Generalist,8,95000,1,3
27,female,High School,Junior HR Generalist,1,32000,0,1
33,male,Bachelor's Degree,Web Developer,5,70000,0,3
42,female,Master's Degree,Director of HR,12,120000,1,1
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,3
36,female,Master's Degree,Web Developer,7,85000,1,1
30,male,High School,Junior HR Coordinator,2,33000,0,3
43,female,PhD,Senior Human Resources Manager,15,150000,1,1
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,3
25,female,Master's Degree,Junior HR Generalist,1,32000,0,1
37,male,PhD,Director of HR,11,115000,1,3
24,female,Bachelor's Degree,Web Developer,1,40000,0,1
39,male,Master's Degree,Senior HR Generalist,10,105000,1,3
31,male,High School,Junior HR Generalist,2,35000,0,1
44,female,PhD,Director of HR,13,135000,1,3
28,male,Bachelor's Degree,Web Developer,4,65000,0,1
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,3
45,male,PhD,Director of HR,14,140000,1,1
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,3
38,male,Master's Degree,Senior HR Generalist,8,95000,1,1
27,female,High School,Junior HR Generalist,1,32000,0,3
33,male,Bachelor's Degree,Web Developer,5,70000,0,1
42,female,Master's Degree,Director of HR,12,120000,1,3
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,1
36,female,Master's Degree,Web Developer,7,85000,1,3
30,male,High School,Junior HR Coordinator,2,33000,0,1
43,female,PhD,Senior Human Resources Manager,15,150000,1,3
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,1
25,female,Master's Degree,Junior HR Generalist,1,32000,0,3
37,male,PhD,Director of HR,11,115000,1,1
24,female,Bachelor's Degree,Web Developer,1,40000,0,3
39,male,Master's Degree,Senior HR Generalist,10,105000,1,1
31,male,High School,Junior HR Generalist,2,35000,0,3
44,female,PhD,Director of HR,13,135000,1,1
28,male,Bachelor's Degree,Web Developer,4,65000,0,3
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,1
45,male,PhD,Director of HR,14,140000,1,3
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,1
38,male,Master's Degree,Senior HR Generalist,8,95000,1,3
27,female,High School,Junior HR Generalist,1,32000,0,1
33,male,Bachelor's Degree,Web Developer,5,70000,0,3
42,female,Master's Degree,Director of HR,12,120000,1,1
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,3
36,female,Master's Degree,Web Developer,7,85000,1,1
30,male,High School,Junior HR Coordinator,2,33000,0,3
43,female,PhD,Senior Human Resources Manager,15,150000,1,1
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,3
25,female,Master's Degree,Junior HR Generalist,1,32000,0,1
37,male,PhD,Director of HR,11,115000,1,3
32,male,Bachelor's Degree,Junior Web Developer,2,45000,0,1
24,female,High School,Junior HR Generalist,1,32000,0,3
45,male,PhD,Senior Human Resources Manager,12,120000,1,1
29,female,Master's Degree,Web Developer,4,65000,0,3
38,male,Bachelor's Degree,Senior HR Generalist,8,95000,1,1
27,female,Master's Degree,Director of HR,5,80000,0,3
31,female,High School,Junior HR Coordinator,3,38000,0,1
42,male,Master's Degree,Web Developer,10,110000,1,3
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,1
36,male,Master's Degree,Senior HR Generalist,7,89000,1,3
28,male,High School,Junior HR Generalist,1,32000,0,1
33,female,Bachelor's Degree,Web Developer,5,70000,0,3
46,male,PhD,Director of HR,15,150000,1,1
25,female,Bachelor's Degree,Junior Web Developer,1,40000,0,3
37,female,Master's Degree,Senior Human Resources Manager,9,105000,1,1
30,male,Master's Degree,Web Developer,4,65000,0,3
43,female,PhD,Director of HR,14,140000,1,1
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,3
26,female,High School,Junior HR Generalist,2,35000,0,1
41,male,Master's Degree,Senior HR Generalist,11,115000,1,3
29,female,Master's Degree,Web Developer,5,70000,0,1
35,male,Bachelor's Degree,Web Developer,6,80000,1,3
27,female,High School,Junior HR Coordinator,1,30000,0,1
40,male,PhD,Director of HR,13,135000,1,3
23,female,Bachelor's Degree,Junior Web Developer,1,40000,0,1
39,male,Master's Degree,Senior HR Generalist,10,105000,1,3
31,male,High School,Junior HR Generalist,2,35000,0,1
44,female,PhD,Senior Human Resources Manager,12,120000,1,3
28,male,Master's Degree,Web Developer,3,55000,0,1
32,female,Bachelor's Degree,Junior Web Developer,2,45000,0,3
45,male,Master's Degree,Director of HR,14,140000,1,1
26,female,Bachelor's Degree,Web Developer,3,55000,0,3
38,male,PhD,Senior Human Resources Manager,11,115000,1,1
27,female,Master's Degree,Senior HR Generalist,4,70000,0,3
33,male,High School,Junior HR Coordinator,3,38000,0,1
42,female,Master's Degree,Director of HR,13,135000,1,3
29,male,Bachelor's Degree,Junior Web Developer,2,45000,0,1
36,female,Master's Degree,Web Developer,7,85000,1,3
30,male,High School,Junior HR Generalist,1,32000,0,1
43,female,PhD,Senior Human Resources Manager,15,150000,1,3
34,male,Bachelor's Degree,Web Developer,4,65000,0,1
25,female,Master's Degree,Junior HR Generalist,1,32000,0,3
37,male,PhD,Director of HR,12,120000,1,1
24,female,Bachelor's Degree,Junior Web Developer,1,40000,0,3
39,male,Master's Degree,Senior HR Generalist,9,95000,1,1
31,male,High School,Junior HR Generalist,2,35000,0,3
44,female,PhD,Director of HR,14,140000,1,1
28,male,Bachelor's Degree,Web Developer,3,55000,0,3
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,1
45,male,PhD,Director of HR,13,135000,1,3
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,1
38,male,Master's Degree,Senior HR Generalist,8,95000,1,3
27,female,High School,Junior HR Generalist,1,32000,0,1
33,male,Bachelor's Degree,Web Developer,5,70000,0,3
42,female,Master's Degree,Director of HR,12,120000,1,1
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,3
36,female,Master's Degree,Web Developer,7,85000,1,1
30,male,High School,Junior HR Coordinator,2,33000,0,3
43,female,PhD,Senior Human Resources Manager,15,150000,1,1
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,3
25,female,Master's Degree,Junior HR Generalist,1,32000,0,1
37,male,PhD,Director of HR,11,115000,1,3
24,female,Bachelor's Degree,Web Developer,1,40000,0,1
39,male,Master's Degree,Senior HR Generalist,10,105000,1,3
31,male,High School,Junior HR Generalist,2,35000,0,1
44,female,PhD,Director of HR,13,135000,1,3
28,male,Bachelor's Degree,Web Developer,4,65000,0,1
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,3
45,male,PhD,Director of HR,14,140000,1,1
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,3
38,male,Master's Degree,Senior HR Generalist,8,95000,1,1
27,female,High School,Junior HR Generalist,1,32000,0,3
33,male,Bachelor's Degree,Web Developer,5,70000,0,1
42,female,Master's Degree,Director of HR,12,120000,1,3
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,1
36,female,Master's Degree,Web Developer,7,85000,1,3
30,male,High School,Junior HR Coordinator,2,33000,0,1
43,female,PhD,Senior Human Resources Manager,15,150000,1,3
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,1
25,female,Master's Degree,Junior HR Generalist,1,32000,0,3
37,male,PhD,Director of HR,11,115000,1,1
24,female,Bachelor's Degree,Web Developer,1,40000,0,3
39,male,Master's Degree,Senior HR Generalist,10,105000,1,1
31,male,High School,Junior HR Generalist,2,35000,0,3
44,female,PhD,Director of HR,13,135000,1,1
28,male,Bachelor's Degree,Web Developer,4,65000,0,3
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,1
45,male,PhD,Director of HR,14,140000,1,3
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,1
38,male,Master's Degree,Senior HR Generalist,8,95000,1,3
27,female,High School,Junior HR Generalist,1,32000,0,1
33,male,Bachelor's Degree,Web Developer,5,70000,0,3
42,female,Master's Degree,Director of HR,12,120000,1,1
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,3
36,female,Master's Degree,Web Developer,7,85000,1,1
30,male,High School,Junior HR Coordinator,2,33000,0,3
43,female,PhD,Senior Human Resources Manager,15,150000,1,1
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,3
25,female,Master's Degree,Junior HR Generalist,1,32000,0,1
37,male,PhD,Director of HR,11,115000,1,3
24,female,Bachelor's Degree,Web Developer,1,40000,0,1
39,male,Master's Degree,Senior HR Generalist,10,105000,1,3
31,male,High School,Junior HR Generalist,2,35000,0,1
44,female,PhD,Director of HR,13,135000,1,3
28,male,Bachelor's Degree,Web Developer,4,65000,0,1
32,female,Master's Degree,Senior Human Resources Manager,6,80000,1,3
45,male,PhD,Director of HR,14,140000,1,1
26,female,Bachelor's Degree,Junior Web Developer,2,45000,0,3
38,male,Master's Degree,Senior HR Generalist,8,95000,1,1
27,female,High School,Junior HR Generalist,1,32000,0,3
33,male,Bachelor's Degree,Web Developer,5,70000,0,1
42,female,Master's Degree,Director of HR,12,120000,1,3
29,male,Master's Degree,Senior Human Resources Manager,4,70000,0,1
36,female,Master's Degree,Web Developer,7,85000,1,3
30,male,High School,Junior HR Coordinator,2,33000,0,1
43,female,PhD,Senior Human Resources Manager,15,150000,1,3
34,male,Bachelor's Degree,Junior Web Developer,3,50000,0,1
25,female,Master's Degree,Junior HR Generalist,1,32000,0,3
37,male,PhD,Director of HR,11,115000,1,1
28,male,Bachelor's Degree,Software Engineer,3,60000,0,3
37,female,Master's Degree,Marketing Manager,9,100000,1,1
43,male,PhD,Data Scientist,15,150000,1,3
31,female,Bachelor's Degree,Human Resources Coordinator,4,55000,0,1
24,male,High School,Junior Sales Associate,1,30000,0,3
29,female,Master's Degree,Software Developer,5,70000,0,1
35,male,Bachelor's Degree,Operations Manager,8,90000,1,3
26,female,Master's Degree,Marketing Coordinator,2,40000,0,1
42,male,PhD,Data Scientist,12,130000,1,3
34,female,Bachelor's Degree,Human Resources Manager,6,75000,1,1
27,male,High School,Junior Sales Associate,2,35000,0,3
38,female,Master's Degree,Marketing Manager,10,110000,1,1
30,male,Bachelor's Degree,Software Engineer,4,65000,0,3
45,male,PhD,Data Scientist,18,180000,1,1
25,female,Bachelor's Degree,Junior Software Developer,1,35000,0,3
40,female,Master's Degree,Human Resources Manager,11,120000,1,1
33,male,Bachelor's Degree,Operations Manager,6,75000,1,3
29,female,High School,Junior Sales Associate,1,30000,0,1
44,male,PhD,Data Scientist,16,160000,1,3
26,male,Bachelor's Degree,Software Developer,3,60000,0,1
36,female,Master's Degree,Marketing Coordinator,8,85000,1,3
31,male,Bachelor's Degree,Operations Manager,5,70000,0,1
27,female,Master's Degree,Human Resources Coordinator,3,50000,0,3
42,male,PhD,Data Scientist,13,140000,1,1
34,female,Bachelor's Degree,Human Resources Manager,6,75000,1,3
28,male,High School,Junior Sales Associate,2,35000,0,1
39,female,Master's Degree,Marketing Manager,10,110000,1,3
31,male,Bachelor's Degree,Software Engineer,4,65000,0,1
45,male,PhD,Data Scientist,18,180000,1,3
25,female,Bachelor's Degree,Junior Software Developer,1,35000,0,1
40,female,Master's Degree,Human Resources Manager,11,120000,1,3
33,male,Bachelor's Degree,Operations Manager,6,75000,1,1
29,female,High School,Junior Sales Associate,1,30000,0,3
44,male,PhD,Data Scientist,16,160000,1,1
26,male,Bachelor's Degree,Software Developer,3,60000,0,3
36,female,Master's Degree,Marketing Coordinator,8,85000,1,1
31,male,Bachelor's Degree,Operations Manager,5,70000,0,3
27,female,Master's Degree,Human Resources Coordinator,3,50000,0,1
42,male,PhD,Data Scientist,13,140000,1,3
34,female,Bachelor's Degree,Human Resources Manager,6,75000,1,1
28,male,High School,Junior Sales Associate,2,35000,0,3
39,female,Master's Degree,Marketing Manager,10,110000,1,1
31,male,Bachelor's Degree,Software Engineer,4,65000,0,3
45,male,PhD,Data Scientist,18,180000,1,1
25,female,Bachelor's Degree,Junior Software Developer,1,35000,0,3
40,female,Master's Degree,Human Resources Manager,11,120000,1,1
33,male,Bachelor's Degree,Operations Manager,6,75000,1,3
29,female,High School,Junior Sales Associate,1,30000,0,1
44,male,PhD,Data Scientist,16,160000,1,3
26,male,Bachelor's Degree,Software Developer,3,60000,0,1
36,female,Master's Degree,Marketing Coordinator,8,85000,1,3
31,male,Bachelor's Degree,Operations Manager,5,70000,0,1
27,female,Master's Degree,Human Resources Coordinator,3,50000,0,3
42,male,PhD,Data Scientist,13,140000,1,1
34,female,Bachelor's Degree,Human Resources Manager,6,75000,1,3
28,male,High School,Junior Sales Associate,2,35000,0,1
39,female,Master's Degree,Marketing Manager,10,110000,1,3
31,male,Bachelor's Degree,Software Engineer,4,65000,0,1
45,male,PhD,Data Scientist,18,180000,1,3
25,female,Bachelor's Degree,Junior Software Developer,1,35000,0,1
40,female,Master's Degree,Human Resources Manager,11,120000,1,3
33,male,Bachelor's Degree,Operations Manager,6,75000,1,1
29,female,High School,Junior Sales Associate,1,30000,0,3
44,male,PhD,Data Scientist,16,160000,1,1
26,male,Bachelor's Degree,Software Developer,3,60000,0,3
36,female,Master's Degree,Marketing Coordinator,8,85000,1,1
31,male,Bachelor's Degree,Operations Manager,5,70000,0,3
27,female,Master's Degree,Human Resources Coordinator,3,50000,0,1
42,male,PhD,Data Scientist,13,140000,1,3
34,female,Bachelor's Degree,Human Resources Manager,6,75000,1,1
28,male,High School,Junior Sales Associate,2,35000,0,3
39,female,Master's Degree,Marketing Manager,10,110000,1,1
31,male,Bachelor's Degree,Software Engineer,4,65000,0,3
45,male,PhD,Data Scientist,18,180000,1,1
25,female,Bachelor's Degree,Junior Software Developer,1,35000,0,3
40,female,Master's Degree,Human Resources Manager,11,120000,1,1
33,male,Bachelor's Degree,Operations Manager,6,75000,1,3
29,female,High School,Junior Sales Associate,1,30000,0,1
44,male,PhD,Data Scientist,16,160000,1,3
26,male,Bachelor's Degree,Software Developer,3,60000,0,1
36,female,Master's Degree,Marketing Coordinator,8,85000,1,3
31,male,Bachelor's Degree,Operations Manager,5,70000,0,1
27,female,Master's Degree,Human Resources Coordinator,3,50000,0,3
42,male,PhD,Data Scientist,13,140000,1,1
34,female,Bachelor's Degree,Human Resources Manager,6,75000,1,3
